Zuzana;Caputova;61
Maros;Sefcovic;22
Zuzana;Caputova;212
Maros;Sefcovic;22
Zuzana;Caputova;310
Maros;Sefcovic;35
Zuzana;Caputova;149
Maros;Sefcovic;17
Zuzana;Caputova;174
Maros;Sefcovic;28
Zuzana;Caputova;133
Maros;Sefcovic;29
Zuzana;Caputova;273
Maros;Sefcovic;70
Zuzana;Caputova;4938
Maros;Sefcovic;824
Zuzana;Caputova;118
Maros;Sefcovic;18
Zuzana;Caputova;879
Maros;Sefcovic;196
Zuzana;Caputova;396
Maros;Sefcovic;91
Zuzana;Caputova;436
Maros;Sefcovic;87
Zuzana;Caputova;130
Maros;Sefcovic;13
Zuzana;Caputova;317
Maros;Sefcovic;71
Zuzana;Caputova;212
Maros;Sefcovic;37
Zuzana;Caputova;627
Maros;Sefcovic;194
Zuzana;Caputova;311
Maros;Sefcovic;33
Zuzana;Caputova;303
Maros;Sefcovic;53
Zuzana;Caputova;91
Maros;Sefcovic;14
Zuzana;Caputova;60
Maros;Sefcovic;13
Zuzana;Caputova;276
Maros;Sefcovic;47
Zuzana;Caputova;192
Maros;Sefcovic;37
Zuzana;Caputova;323
Maros;Sefcovic;61
Zuzana;Caputova;553
Maros;Sefcovic;138
Zuzana;Caputova;68
Maros;Sefcovic;10
Zuzana;Caputova;575
Maros;Sefcovic;164
Zuzana;Caputova;162
Maros;Sefcovic;29
Zuzana;Caputova;130
Maros;Sefcovic;37
Zuzana;Caputova;98
Maros;Sefcovic;28
Zuzana;Caputova;276
Maros;Sefcovic;61
Zuzana;Caputova;102
Maros;Sefcovic;18
Zuzana;Caputova;154
Maros;Sefcovic;17
Zuzana;Caputova;217
Maros;Sefcovic;59
Zuzana;Caputova;176
Maros;Sefcovic;17
Zuzana;Caputova;584
Maros;Sefcovic;78
Zuzana;Caputova;224
Maros;Sefcovic;28
Zuzana;Caputova;380
Maros;Sefcovic;90
Zuzana;Caputova;146
Maros;Sefcovic;42
Zuzana;Caputova;377
Maros;Sefcovic;39
Zuzana;Caputova;147
Maros;Sefcovic;15
Zuzana;Caputova;62
Maros;Sefcovic;14
Zuzana;Caputova;66
Maros;Sefcovic;8
Zuzana;Caputova;210
Maros;Sefcovic;50
Zuzana;Caputova;277
Maros;Sefcovic;46
Zuzana;Caputova;96
Maros;Sefcovic;13
Zuzana;Caputova;3754
Maros;Sefcovic;709
Zuzana;Caputova;460
Maros;Sefcovic;69
Zuzana;Caputova;468
Maros;Sefcovic;98
Zuzana;Caputova;333
Maros;Sefcovic;47
Zuzana;Caputova;118
Maros;Sefcovic;36
Zuzana;Caputova;147
Maros;Sefcovic;21
Zuzana;Caputova;311
Maros;Sefcovic;82
Zuzana;Caputova;227
Maros;Sefcovic;35
Zuzana;Caputova;228
Maros;Sefcovic;36
Zuzana;Caputova;1101
Maros;Sefcovic;308
Zuzana;Caputova;107
Maros;Sefcovic;21
Zuzana;Caputova;192
Maros;Sefcovic;37
Zuzana;Caputova;481
Maros;Sefcovic;76
Zuzana;Caputova;301
Maros;Sefcovic;55
Zuzana;Caputova;464
Maros;Sefcovic;62
Zuzana;Caputova;204
Maros;Sefcovic;259
Zuzana;Caputova;251
Maros;Sefcovic;65
Zuzana;Caputova;331
Maros;Sefcovic;38
Zuzana;Caputova;333
Maros;Sefcovic;231
Zuzana;Caputova;402
Maros;Sefcovic;80
Zuzana;Caputova;47
Maros;Sefcovic;12
Zuzana;Caputova;3764
Maros;Sefcovic;1378
Zuzana;Caputova;189
Maros;Sefcovic;138
Zuzana;Caputova;673
Maros;Sefcovic;220
Zuzana;Caputova;87
Maros;Sefcovic;108
Zuzana;Caputova;144
Maros;Sefcovic;54
Zuzana;Caputova;777
Maros;Sefcovic;208
Zuzana;Caputova;303
Maros;Sefcovic;83
Zuzana;Caputova;386
Maros;Sefcovic;124
Zuzana;Caputova;212
Maros;Sefcovic;19
Zuzana;Caputova;131
Maros;Sefcovic;52
Zuzana;Caputova;666
Maros;Sefcovic;173
Zuzana;Caputova;353
Maros;Sefcovic;70
Zuzana;Caputova;489
Maros;Sefcovic;453
Zuzana;Caputova;108
Maros;Sefcovic;112
Zuzana;Caputova;343
Maros;Sefcovic;277
Zuzana;Caputova;2935
Maros;Sefcovic;2350
Zuzana;Caputova;1215
Maros;Sefcovic;365
Zuzana;Caputova;70
Maros;Sefcovic;72
Zuzana;Caputova;362
Maros;Sefcovic;303
Zuzana;Caputova;590
Maros;Sefcovic;696
Zuzana;Caputova;260
Maros;Sefcovic;43
Zuzana;Caputova;243
Maros;Sefcovic;62
Zuzana;Caputova;670
Maros;Sefcovic;76
Zuzana;Caputova;467
Maros;Sefcovic;101
Zuzana;Caputova;565
Maros;Sefcovic;76
Zuzana;Caputova;1174
Maros;Sefcovic;238
Zuzana;Caputova;285
Maros;Sefcovic;178
Zuzana;Caputova;243
Maros;Sefcovic;273
Zuzana;Caputova;293
Maros;Sefcovic;39
Zuzana;Caputova;121
Maros;Sefcovic;128
Zuzana;Caputova;550
Maros;Sefcovic;293
Zuzana;Caputova;71
Maros;Sefcovic;49
Zuzana;Caputova;167
Maros;Sefcovic;196
Zuzana;Caputova;148
Maros;Sefcovic;184
Zuzana;Caputova;485
Maros;Sefcovic;368
Zuzana;Caputova;159
Maros;Sefcovic;149
Zuzana;Caputova;118
Maros;Sefcovic;41
Zuzana;Caputova;101
Maros;Sefcovic;78
Zuzana;Caputova;424
Maros;Sefcovic;607
Zuzana;Caputova;71
Maros;Sefcovic;128
Zuzana;Caputova;354
Maros;Sefcovic;195
Zuzana;Caputova;513
Maros;Sefcovic;332
Zuzana;Caputova;99
Maros;Sefcovic;107
Zuzana;Caputova;337
Maros;Sefcovic;147
Zuzana;Caputova;81
Maros;Sefcovic;96
Zuzana;Caputova;7520
Maros;Sefcovic;4033
Zuzana;Caputova;194
Maros;Sefcovic;142
Zuzana;Caputova;112
Maros;Sefcovic;91
Zuzana;Caputova;198
Maros;Sefcovic;130
Zuzana;Caputova;189
Maros;Sefcovic;252
Zuzana;Caputova;71
Maros;Sefcovic;55
Zuzana;Caputova;74
Maros;Sefcovic;94
Zuzana;Caputova;288
Maros;Sefcovic;225
Zuzana;Caputova;450
Maros;Sefcovic;381
Zuzana;Caputova;198
Maros;Sefcovic;177
Zuzana;Caputova;232
Maros;Sefcovic;170
Zuzana;Caputova;1247
Maros;Sefcovic;900
Zuzana;Caputova;46
Maros;Sefcovic;40
Zuzana;Caputova;739
Maros;Sefcovic;454
Zuzana;Caputova;332
Maros;Sefcovic;203
Zuzana;Caputova;303
Maros;Sefcovic;216
Zuzana;Caputova;175
Maros;Sefcovic;176
Zuzana;Caputova;184
Maros;Sefcovic;83
Zuzana;Caputova;195
Maros;Sefcovic;191
Zuzana;Caputova;209
Maros;Sefcovic;168
Zuzana;Caputova;190
Maros;Sefcovic;112
Zuzana;Caputova;437
Maros;Sefcovic;351
Zuzana;Caputova;185
Maros;Sefcovic;96
Zuzana;Caputova;68
Maros;Sefcovic;89
Zuzana;Caputova;1577
Maros;Sefcovic;531
Zuzana;Caputova;229
Maros;Sefcovic;133
Zuzana;Caputova;580
Maros;Sefcovic;229
Zuzana;Caputova;139
Maros;Sefcovic;64
Zuzana;Caputova;113
Maros;Sefcovic;105
Zuzana;Caputova;154
Maros;Sefcovic;121
Zuzana;Caputova;167
Maros;Sefcovic;157
Zuzana;Caputova;229
Maros;Sefcovic;168
Zuzana;Caputova;70
Maros;Sefcovic;58
Zuzana;Caputova;140
Maros;Sefcovic;71
Zuzana;Caputova;97
Maros;Sefcovic;79
Zuzana;Caputova;357
Maros;Sefcovic;233
Zuzana;Caputova;4318
Maros;Sefcovic;2562
Zuzana;Caputova;219
Maros;Sefcovic;133
Zuzana;Caputova;167
Maros;Sefcovic;156
Zuzana;Caputova;373
Maros;Sefcovic;228
Zuzana;Caputova;241
Maros;Sefcovic;156
Zuzana;Caputova;763
Maros;Sefcovic;641
Zuzana;Caputova;228
Maros;Sefcovic;245
Zuzana;Caputova;467
Maros;Sefcovic;368
Zuzana;Caputova;138
Maros;Sefcovic;114
Zuzana;Caputova;1238
Maros;Sefcovic;532
Zuzana;Caputova;2576
Maros;Sefcovic;1150
Zuzana;Caputova;75
Maros;Sefcovic;62
Zuzana;Caputova;135
Maros;Sefcovic;73
Zuzana;Caputova;460
Maros;Sefcovic;270
Zuzana;Caputova;26
Maros;Sefcovic;40
Zuzana;Caputova;102
Maros;Sefcovic;87
Zuzana;Caputova;138
Maros;Sefcovic;21
Zuzana;Caputova;144
Maros;Sefcovic;127
Zuzana;Caputova;144
Maros;Sefcovic;55
Zuzana;Caputova;280
Maros;Sefcovic;134
Zuzana;Caputova;179
Maros;Sefcovic;116
Zuzana;Caputova;164
Maros;Sefcovic;54
Zuzana;Caputova;150
Maros;Sefcovic;61
Zuzana;Caputova;434
Maros;Sefcovic;219
Zuzana;Caputova;3960
Maros;Sefcovic;1597
Zuzana;Caputova;94
Maros;Sefcovic;41
Zuzana;Caputova;343
Maros;Sefcovic;130
Zuzana;Caputova;181
Maros;Sefcovic;90
Zuzana;Caputova;217
Maros;Sefcovic;240
Zuzana;Caputova;293
Maros;Sefcovic;283
Zuzana;Caputova;66
Maros;Sefcovic;62
Zuzana;Caputova;100
Maros;Sefcovic;127
Zuzana;Caputova;121
Maros;Sefcovic;129
Zuzana;Caputova;260
Maros;Sefcovic;288
Zuzana;Caputova;4062
Maros;Sefcovic;3348
Zuzana;Caputova;125
Maros;Sefcovic;185
Zuzana;Caputova;79
Maros;Sefcovic;134
Zuzana;Caputova;107
Maros;Sefcovic;96
Zuzana;Caputova;56
Maros;Sefcovic;76
Zuzana;Caputova;201
Maros;Sefcovic;173
Zuzana;Caputova;162
Maros;Sefcovic;91
Zuzana;Caputova;868
Maros;Sefcovic;720
Zuzana;Caputova;416
Maros;Sefcovic;390
Zuzana;Caputova;74
Maros;Sefcovic;88
Zuzana;Caputova;144
Maros;Sefcovic;168
Zuzana;Caputova;51
Maros;Sefcovic;74
Zuzana;Caputova;83
Maros;Sefcovic;148
Zuzana;Caputova;175
Maros;Sefcovic;84
Zuzana;Caputova;16
Maros;Sefcovic;35
Zuzana;Caputova;27
Maros;Sefcovic;75
Zuzana;Caputova;329
Maros;Sefcovic;274
Zuzana;Caputova;130
Maros;Sefcovic;100
Zuzana;Caputova;479
Maros;Sefcovic;329
Zuzana;Caputova;122
Maros;Sefcovic;145
Zuzana;Caputova;360
Maros;Sefcovic;216
Zuzana;Caputova;488
Maros;Sefcovic;334
Zuzana;Caputova;91
Maros;Sefcovic;86
Zuzana;Caputova;414
Maros;Sefcovic;440
Zuzana;Caputova;493
Maros;Sefcovic;397
Zuzana;Caputova;142
Maros;Sefcovic;133
Zuzana;Caputova;1095
Maros;Sefcovic;657
Zuzana;Caputova;324
Maros;Sefcovic;348
Zuzana;Caputova;84
Maros;Sefcovic;76
Zuzana;Caputova;185
Maros;Sefcovic;178
Zuzana;Caputova;477
Maros;Sefcovic;362
Zuzana;Caputova;163
Maros;Sefcovic;119
Zuzana;Caputova;145
Maros;Sefcovic;153
Zuzana;Caputova;323
Maros;Sefcovic;212
Zuzana;Caputova;113
Maros;Sefcovic;98
Zuzana;Caputova;67
Maros;Sefcovic;77
Zuzana;Caputova;466
Maros;Sefcovic;282
Zuzana;Caputova;758
Maros;Sefcovic;489
Zuzana;Caputova;457
Maros;Sefcovic;401
Zuzana;Caputova;234
Maros;Sefcovic;205
Zuzana;Caputova;211
Maros;Sefcovic;100
Zuzana;Caputova;422
Maros;Sefcovic;281
Zuzana;Caputova;111
Maros;Sefcovic;98
Zuzana;Caputova;422
Maros;Sefcovic;326
Zuzana;Caputova;241
Maros;Sefcovic;283
Zuzana;Caputova;93
Maros;Sefcovic;90
Zuzana;Caputova;295
Maros;Sefcovic;156
Zuzana;Caputova;139
Maros;Sefcovic;78
Zuzana;Caputova;86
Maros;Sefcovic;69
Zuzana;Caputova;381
Maros;Sefcovic;284
Zuzana;Caputova;124
Maros;Sefcovic;81
Zuzana;Caputova;854
Maros;Sefcovic;518
Zuzana;Caputova;529
Maros;Sefcovic;319
Zuzana;Caputova;224
Maros;Sefcovic;87
Zuzana;Caputova;767
Maros;Sefcovic;471
Zuzana;Caputova;394
Maros;Sefcovic;399
Zuzana;Caputova;15553
Maros;Sefcovic;8768
Zuzana;Caputova;326
Maros;Sefcovic;187
Zuzana;Caputova;284
Maros;Sefcovic;210
Zuzana;Caputova;295
Maros;Sefcovic;249
Zuzana;Caputova;356
Maros;Sefcovic;348
Zuzana;Caputova;616
Maros;Sefcovic;412
Zuzana;Caputova;231
Maros;Sefcovic;131
Zuzana;Caputova;2887
Maros;Sefcovic;3161
Zuzana;Caputova;39
Maros;Sefcovic;36
Zuzana;Caputova;81
Maros;Sefcovic;114
Zuzana;Caputova;15
Maros;Sefcovic;30
Zuzana;Caputova;24
Maros;Sefcovic;34
Zuzana;Caputova;160
Maros;Sefcovic;154
Zuzana;Caputova;110
Maros;Sefcovic;105
Zuzana;Caputova;23
Maros;Sefcovic;32
Zuzana;Caputova;42
Maros;Sefcovic;133
Zuzana;Caputova;30
Maros;Sefcovic;91
Zuzana;Caputova;124
Maros;Sefcovic;86
Zuzana;Caputova;26
Maros;Sefcovic;76
Zuzana;Caputova;88
Maros;Sefcovic;105
Zuzana;Caputova;93
Maros;Sefcovic;91
Zuzana;Caputova;18
Maros;Sefcovic;31
Zuzana;Caputova;32
Maros;Sefcovic;31
Zuzana;Caputova;66
Maros;Sefcovic;114
Zuzana;Caputova;38
Maros;Sefcovic;89
Zuzana;Caputova;57
Maros;Sefcovic;70
Zuzana;Caputova;30
Maros;Sefcovic;140
Zuzana;Caputova;8
Maros;Sefcovic;10
Zuzana;Caputova;57
Maros;Sefcovic;100
Zuzana;Caputova;84
Maros;Sefcovic;99
Zuzana;Caputova;148
Maros;Sefcovic;186
Zuzana;Caputova;42
Maros;Sefcovic;64
Zuzana;Caputova;74
Maros;Sefcovic;63
Zuzana;Caputova;107
Maros;Sefcovic;116
Zuzana;Caputova;130
Maros;Sefcovic;104
Zuzana;Caputova;237
Maros;Sefcovic;280
Zuzana;Caputova;60
Maros;Sefcovic;108
Zuzana;Caputova;21
Maros;Sefcovic;45
Zuzana;Caputova;12
Maros;Sefcovic;44
Zuzana;Caputova;35
Maros;Sefcovic;122
Zuzana;Caputova;84
Maros;Sefcovic;138
Zuzana;Caputova;18
Maros;Sefcovic;22
Zuzana;Caputova;291
Maros;Sefcovic;317
Zuzana;Caputova;19
Maros;Sefcovic;16
Zuzana;Caputova;126
Maros;Sefcovic;160
Zuzana;Caputova;97
Maros;Sefcovic;114
Zuzana;Caputova;67
Maros;Sefcovic;126
Zuzana;Caputova;25
Maros;Sefcovic;29
Zuzana;Caputova;99
Maros;Sefcovic;154
Zuzana;Caputova;104
Maros;Sefcovic;94
Zuzana;Caputova;257
Maros;Sefcovic;148
Zuzana;Caputova;1096
Maros;Sefcovic;717
Zuzana;Caputova;130
Maros;Sefcovic;60
Zuzana;Caputova;116
Maros;Sefcovic;90
Zuzana;Caputova;79
Maros;Sefcovic;73
Zuzana;Caputova;129
Maros;Sefcovic;81
Zuzana;Caputova;99
Maros;Sefcovic;142
Zuzana;Caputova;139
Maros;Sefcovic;86
Zuzana;Caputova;323
Maros;Sefcovic;261
Zuzana;Caputova;2731
Maros;Sefcovic;1584
Zuzana;Caputova;69
Maros;Sefcovic;52
Zuzana;Caputova;76
Maros;Sefcovic;75
Zuzana;Caputova;181
Maros;Sefcovic;101
Zuzana;Caputova;70
Maros;Sefcovic;70
Zuzana;Caputova;157
Maros;Sefcovic;158
Zuzana;Caputova;245
Maros;Sefcovic;99
Zuzana;Caputova;323
Maros;Sefcovic;201
Zuzana;Caputova;362
Maros;Sefcovic;245
Zuzana;Caputova;333
Maros;Sefcovic;250
Zuzana;Caputova;106
Maros;Sefcovic;73
Zuzana;Caputova;419
Maros;Sefcovic;424
Zuzana;Caputova;676
Maros;Sefcovic;602
Zuzana;Caputova;279
Maros;Sefcovic;254
Zuzana;Caputova;224
Maros;Sefcovic;144
Zuzana;Caputova;22
Maros;Sefcovic;15
Zuzana;Caputova;284
Maros;Sefcovic;266
Zuzana;Caputova;194
Maros;Sefcovic;84
Zuzana;Caputova;124
Maros;Sefcovic;153
Zuzana;Caputova;90
Maros;Sefcovic;151
Zuzana;Caputova;167
Maros;Sefcovic;205
Zuzana;Caputova;342
Maros;Sefcovic;265
Zuzana;Caputova;339
Maros;Sefcovic;241
Zuzana;Caputova;128
Maros;Sefcovic;113
Zuzana;Caputova;71
Maros;Sefcovic;104
Zuzana;Caputova;29
Maros;Sefcovic;51
Zuzana;Caputova;522
Maros;Sefcovic;439
Zuzana;Caputova;218
Maros;Sefcovic;215
Zuzana;Caputova;67
Maros;Sefcovic;48
Zuzana;Caputova;112
Maros;Sefcovic;77
Zuzana;Caputova;4541
Maros;Sefcovic;2987
Zuzana;Caputova;61
Maros;Sefcovic;79
Zuzana;Caputova;179
Maros;Sefcovic;201
Zuzana;Caputova;360
Maros;Sefcovic;291
Zuzana;Caputova;101
Maros;Sefcovic;118
Zuzana;Caputova;229
Maros;Sefcovic;223
Zuzana;Caputova;51
Maros;Sefcovic;40
Zuzana;Caputova;2159
Maros;Sefcovic;1469
Zuzana;Caputova;223
Maros;Sefcovic;162
Zuzana;Caputova;122
Maros;Sefcovic;123
Zuzana;Caputova;44
Maros;Sefcovic;27
Zuzana;Caputova;108
Maros;Sefcovic;128
Zuzana;Caputova;44
Maros;Sefcovic;112
Zuzana;Caputova;116
Maros;Sefcovic;282
Zuzana;Caputova;34
Maros;Sefcovic;47
Zuzana;Caputova;141
Maros;Sefcovic;379
Zuzana;Caputova;102
Maros;Sefcovic;148
Zuzana;Caputova;235
Maros;Sefcovic;335
Zuzana;Caputova;10
Maros;Sefcovic;57
Zuzana;Caputova;64
Maros;Sefcovic;153
Zuzana;Caputova;80
Maros;Sefcovic;159
Zuzana;Caputova;63
Maros;Sefcovic;79
Zuzana;Caputova;180
Maros;Sefcovic;250
Zuzana;Caputova;28
Maros;Sefcovic;88
Zuzana;Caputova;23
Maros;Sefcovic;80
Zuzana;Caputova;46
Maros;Sefcovic;165
Zuzana;Caputova;240
Maros;Sefcovic;593
Zuzana;Caputova;205
Maros;Sefcovic;413
Zuzana;Caputova;21
Maros;Sefcovic;44
Zuzana;Caputova;29
Maros;Sefcovic;27
Zuzana;Caputova;7184
Maros;Sefcovic;6971
Zuzana;Caputova;202
Maros;Sefcovic;295
Zuzana;Caputova;257
Maros;Sefcovic;383
Zuzana;Caputova;21
Maros;Sefcovic;35
Zuzana;Caputova;27
Maros;Sefcovic;131
Zuzana;Caputova;88
Maros;Sefcovic;111
Zuzana;Caputova;192
Maros;Sefcovic;261
Zuzana;Caputova;310
Maros;Sefcovic;496
Zuzana;Caputova;23
Maros;Sefcovic;81
Zuzana;Caputova;17
Maros;Sefcovic;32
Zuzana;Caputova;1032
Maros;Sefcovic;1268
Zuzana;Caputova;255
Maros;Sefcovic;417
Zuzana;Caputova;107
Maros;Sefcovic;209
Zuzana;Caputova;183
Maros;Sefcovic;332
Zuzana;Caputova;35
Maros;Sefcovic;105
Zuzana;Caputova;171
Maros;Sefcovic;155
Zuzana;Caputova;71
Maros;Sefcovic;126
Zuzana;Caputova;216
Maros;Sefcovic;194
Zuzana;Caputova;87
Maros;Sefcovic;164
Zuzana;Caputova;684
Maros;Sefcovic;810
Zuzana;Caputova;154
Maros;Sefcovic;202
Zuzana;Caputova;358
Maros;Sefcovic;395
Zuzana;Caputova;98
Maros;Sefcovic;102
Zuzana;Caputova;55
Maros;Sefcovic;113
Zuzana;Caputova;147
Maros;Sefcovic;173
Zuzana;Caputova;3312
Maros;Sefcovic;3168
Zuzana;Caputova;158
Maros;Sefcovic;182
Zuzana;Caputova;122
Maros;Sefcovic;231
Zuzana;Caputova;60
Maros;Sefcovic;56
Zuzana;Caputova;138
Maros;Sefcovic;107
Zuzana;Caputova;93
Maros;Sefcovic;119
Zuzana;Caputova;608
Maros;Sefcovic;695
Zuzana;Caputova;173
Maros;Sefcovic;143
Zuzana;Caputova;169
Maros;Sefcovic;179
Zuzana;Caputova;496
Maros;Sefcovic;468
Zuzana;Caputova;63
Maros;Sefcovic;105
Zuzana;Caputova;199
Maros;Sefcovic;417
Zuzana;Caputova;139
Maros;Sefcovic;204
Zuzana;Caputova;98
Maros;Sefcovic;142
Zuzana;Caputova;17
Maros;Sefcovic;33
Zuzana;Caputova;27
Maros;Sefcovic;68
Zuzana;Caputova;103
Maros;Sefcovic;91
Zuzana;Caputova;186
Maros;Sefcovic;104
Zuzana;Caputova;92
Maros;Sefcovic;112
Zuzana;Caputova;89
Maros;Sefcovic;149
Zuzana;Caputova;127
Maros;Sefcovic;137
Zuzana;Caputova;3728
Maros;Sefcovic;3831
Zuzana;Caputova;94
Maros;Sefcovic;92
Zuzana;Caputova;213
Maros;Sefcovic;210
Zuzana;Caputova;35
Maros;Sefcovic;21
Zuzana;Caputova;84
Maros;Sefcovic;105
Zuzana;Caputova;347
Maros;Sefcovic;352
Zuzana;Caputova;145
Maros;Sefcovic;204
Zuzana;Caputova;282
Maros;Sefcovic;315
Zuzana;Caputova;1577
Maros;Sefcovic;962
Zuzana;Caputova;286
Maros;Sefcovic;365
Zuzana;Caputova;252
Maros;Sefcovic;272
Zuzana;Caputova;59
Maros;Sefcovic;141
Zuzana;Caputova;247
Maros;Sefcovic;323
Zuzana;Caputova;254
Maros;Sefcovic;416
Zuzana;Caputova;262
Maros;Sefcovic;367
Zuzana;Caputova;42
Maros;Sefcovic;40
Zuzana;Caputova;403
Maros;Sefcovic;582
Zuzana;Caputova;2369
Maros;Sefcovic;2176
Zuzana;Caputova;111
Maros;Sefcovic;186
Zuzana;Caputova;101
Maros;Sefcovic;146
Zuzana;Caputova;238
Maros;Sefcovic;313
Zuzana;Caputova;39
Maros;Sefcovic;37
Zuzana;Caputova;101
Maros;Sefcovic;127
Zuzana;Caputova;251
Maros;Sefcovic;439
Zuzana;Caputova;1010
Maros;Sefcovic;723
Zuzana;Caputova;199
Maros;Sefcovic;117
Zuzana;Caputova;115
Maros;Sefcovic;69
Zuzana;Caputova;97
Maros;Sefcovic;75
Zuzana;Caputova;166
Maros;Sefcovic;207
Zuzana;Caputova;350
Maros;Sefcovic;326
Zuzana;Caputova;627
Maros;Sefcovic;965
Zuzana;Caputova;121
Maros;Sefcovic;298
Zuzana;Caputova;107
Maros;Sefcovic;118
Zuzana;Caputova;130
Maros;Sefcovic;132
Zuzana;Caputova;161
Maros;Sefcovic;189
Zuzana;Caputova;411
Maros;Sefcovic;368
Zuzana;Caputova;38
Maros;Sefcovic;87
