Santovka;Levice;Nitriansky kraj;576;288;50.00;288;502715
Sazdice;Levice;Nitriansky kraj;362;101;27.90;101;502723
Sikenica;Levice;Nitriansky kraj;521;119;22.84;119;502731
Slatina;Levice;Nitriansky kraj;244;66;27.4;66;502740
Stary Hradok;Levice;Nitriansky kraj;155;69;44.51;69;502758
Stary Tekov;Levice;Nitriansky kraj;1230;776;63.08;776;502766
Sahy;Levice;Nitriansky kraj;6125;1877;30.64;1877;502782
Salov;Levice;Nitriansky kraj;266;47;17.66;47;502791
Sarovce;Levice;Nitriansky kraj;1263;308;24.38;308;502804
Tehla;Levice;Nitriansky kraj;402;160;39.80;160;502812
Tekovske Luzany;Levice;Nitriansky kraj;2339;777;33.21;777;502821
Tekovsky Hradok;Levice;Nitriansky kraj;286;95;33.21;95;502847
Tlmace;Levice;Nitriansky kraj;3136;1592;50.76;1592;502863
Tupa;Levice;Nitriansky kraj;474;210;44.30;210;502871
Tura;Levice;Nitriansky kraj;188;96;51.06;96;502880
Uhliska;Levice;Nitriansky kraj;183;70;38.25;70;502898
Velke Kozmalovce;Levice;Nitriansky kraj;583;366;62.77;366;581160
Velke Ludince;Levice;Nitriansky kraj;1281;388;30.28;388;502910
Velke Turovce;Levice;Nitriansky kraj;623;243;39.00;243;502928
Velky Dur;Levice;Nitriansky kraj;1065;495;46.47;495;502936
Vyskovce nad Iplom;Levice;Nitriansky kraj;555;187;33.69;187;502944
Vysne nad Hronom;Levice;Nitriansky kraj;147;69;46.93;69;502952
Zalaba;Levice;Nitriansky kraj;128;72;56.25;72;502961
Zbrojniky;Levice;Nitriansky kraj;446;180;40.35;180;502979
Zeliezovce;Levice;Nitriansky kraj;5804;2303;39.67;2302;502987
Zemberovce;Levice;Nitriansky kraj;1034;534;51.64;534;502995
Zemliare;Levice;Nitriansky kraj;139;62;44.60;62;503002
Aleksince;Nitra;Nitriansky kraj;1431;595;41.57;595;500020
Bab;Nitra;Nitriansky kraj;939;474;50.47;474;500046
Babindol;Nitra;Nitriansky kraj;567;266;46.91;266;581623
Badice;Nitra;Nitriansky kraj;317;172;54.25;172;582697
Branc;Nitra;Nitriansky kraj;1861;926;49.75;926;500071
Cabaj - Capor;Nitra;Nitriansky kraj;3379;1587;46.96;1587;545589
Cab;Nitra;Nitriansky kraj;643;334;51.94;334;582387
Cakajovce;Nitra;Nitriansky kraj;951;468;49.21;468;500101
Cechynce;Nitra;Nitriansky kraj;1006;501;49.80;501;555886
Celadice;Nitra;Nitriansky kraj;837;370;44.20;370;500135
Cifare;Nitra;Nitriansky kraj;481;213;44.28;213;500160
Dolne Lefantovce;Nitra;Nitriansky kraj;539;297;55.10;297;582425
Dolne Obdokovce;Nitra;Nitriansky kraj;953;382;40.08;382;500194
Golianovo;Nitra;Nitriansky kraj;1392;810;58.18;810;500232
Horne Lefantovce;Nitra;Nitriansky kraj;762;428;56.16;428;545635
Hosùova;Nitra;Nitriansky kraj;327;165;50.45;165;555959
Hrubonovo;Nitra;Nitriansky kraj;432;222;51.38;222;500313
Ivanka pri Nitre;Nitra;Nitriansky kraj;2295;1186;51.67;1186;558320
Jarok;Nitra;Nitriansky kraj;1686;898;53.26;898;500356
Jelenec;Nitra;Nitriansky kraj;1716;763;44.46;763;500372
Jelsovce;Nitra;Nitriansky kraj;840;385;45.83;385;500381
Kapince;Nitra;Nitriansky kraj;165;90;54.54;90;500399
Klasov;Nitra;Nitriansky kraj;1027;467;45.47;467;500402
Kolinany;Nitra;Nitriansky kraj;1288;588;45.65;588;500411
Lehota;Nitra;Nitriansky kraj;1912;1043;54.55;1043;500453
Lucnica nad Zitavou;Nitra;Nitriansky kraj;800;435;54.37;435;500470
ºudovitova;Nitra;Nitriansky kraj;213;130;61.03;130;581097
Lukacovce;Nitra;Nitriansky kraj;964;458;47.51;458;500488
Luzianky;Nitra;Nitriansky kraj;2440;1139;46.68;1138;580899
Male Chyndice;Nitra;Nitriansky kraj;323;156;48.29;156;556785
Male Zaluzie;Nitra;Nitriansky kraj;232;141;60.77;141;500534
Maly Cetin;Nitra;Nitriansky kraj;341;197;57.77;197;555908
Maly Lapas;Nitra;Nitriansky kraj;739;456;61.70;456;555851
Melek;Nitra;Nitriansky kraj;413;216;52.30;216;500569
Mojmirovce;Nitra;Nitriansky kraj;2360;1076;45.59;1076;500577
Nitra;Nitra;Nitriansky kraj;66045;35060;53.08;35049;500011
Nitrianske Hrnciarovce;Nitra;Nitriansky kraj;1753;952;54.30;952;556696
Nova Ves nad Zitavou;Nitra;Nitriansky kraj;1101;571;51.86;571;500631
Nove Sady;Nitra;Nitriansky kraj;1096;624;56.93;624;500640
Pana;Nitra;Nitriansky kraj;309;144;46.60;144;500666
Podhorany;Nitra;Nitriansky kraj;913;473;51.80;473;500674
Pohranice;Nitra;Nitriansky kraj;924;494;53.46;494;500682
Polny Kesov;Nitra;Nitriansky kraj;556;250;44.96;250;500691
Risnovce;Nitra;Nitriansky kraj;1703;883;51.84;883;500704
Rumanova;Nitra;Nitriansky kraj;688;348;50.58;348;500712
Svatoplukovo;Nitra;Nitriansky kraj;1101;534;48.50;534;555991
Stefanovicova;Nitra;Nitriansky kraj;259;119;45.94;119;581691
Stitare;Nitra;Nitriansky kraj;737;436;59.15;436;582719
Surianky;Nitra;Nitriansky kraj;490;310;63.26;310;500780
Tajna;Nitra;Nitriansky kraj;240;142;59.16;142;500798
Telince;Nitra;Nitriansky kraj;312;112;35.89;112;555967
Velka Dolina;Nitra;Nitriansky kraj;567;303;53.43;303;500844
Velke Chyndice;Nitra;Nitriansky kraj;281;168;59.78;168;500518
Velke Zaluzie;Nitra;Nitriansky kraj;3511;1844;52.52;1843;500887
Velky Cetin;Nitra;Nitriansky kraj;1391;563;40.47;563;500895
Velky Lapas;Nitra;Nitriansky kraj;1346;768;57.05;768;555860
Vinodol;Nitra;Nitriansky kraj;1579;653;41.35;653;500917
Vrable;Nitra;Nitriansky kraj;7277;3618;49.71;3618;500933
Vycapy - Opatovce;Nitra;Nitriansky kraj;1808;975;53.92;975;500941
Zbehy;Nitra;Nitriansky kraj;1821;942;51.72;942;500950
Zirany;Nitra;Nitriansky kraj;1134;531;46.82;531;500992
Zitavce;Nitra;Nitriansky kraj;351;164;46.72;164;501018
Beladice;Zlate Moravce;Nitriansky kraj;1321;645;48.82;645;500062
Caradice;Zlate Moravce;Nitriansky kraj;410;233;56.82;233;500127
Cerveny Hradok;Zlate Moravce;Nitriansky kraj;344;182;52.90;182;555916
Cierne Klacany;Zlate Moravce;Nitriansky kraj;951;532;55.94;532;500151
Hostie;Zlate Moravce;Nitriansky kraj;1029;583;56.65;583;500283
Hosùovce;Zlate Moravce;Nitriansky kraj;601;322;53.57;322;500305
Choca;Zlate Moravce;Nitriansky kraj;429;207;48.25;207;500321
Jedlove Kostolany;Zlate Moravce;Nitriansky kraj;777;372;47.87;370;500364
Kostolany pod Tribecom;Zlate Moravce;Nitriansky kraj;303;184;60.72;184;500429
Ladice;Zlate Moravce;Nitriansky kraj;662;283;42.74;283;500437
Lovce;Zlate Moravce;Nitriansky kraj;588;327;55.61;327;500461
Machulince;Zlate Moravce;Nitriansky kraj;907;514;56.67;514;500500
Male Vozokany;Zlate Moravce;Nitriansky kraj;266;154;57.89;154;555924
Mankovce;Zlate Moravce;Nitriansky kraj;450;254;56.44;254;500542
Martin nad Zitavou;Zlate Moravce;Nitriansky kraj;440;229;52.04;229;500551
Nemcinany;Zlate Moravce;Nitriansky kraj;563;287;50.97;287;500585
Neverice;Zlate Moravce;Nitriansky kraj;563;306;54.35;306;500593
Nevidzany;Zlate Moravce;Nitriansky kraj;494;298;60.32;298;500607
Obyce;Zlate Moravce;Nitriansky kraj;1263;592;46.87;591;500658
Skycov;Zlate Moravce;Nitriansky kraj;812;434;53.44;434;500721
Slazany;Zlate Moravce;Nitriansky kraj;1419;751;52.92;751;500747
Slepcany;Zlate Moravce;Nitriansky kraj;685;353;51.53;353;500755
Tekovske Nemce;Zlate Moravce;Nitriansky kraj;889;385;43.30;385;517305
Tesarske Mlynany;Zlate Moravce;Nitriansky kraj;1384;665;48.04;665;500810
Topolcianky;Zlate Moravce;Nitriansky kraj;2291;1324;57.79;1324;500828
Velcice;Zlate Moravce;Nitriansky kraj;701;418;59.62;418;500836
Velke Vozokany;Zlate Moravce;Nitriansky kraj;377;236;62.59;236;555932
Vieska nad Zitavou;Zlate Moravce;Nitriansky kraj;375;216;57.60;215;500909
Volkovce;Zlate Moravce;Nitriansky kraj;859;424;49.35;424;500925
Zlate Moravce;Zlate Moravce;Nitriansky kraj;10144;5046;49.74;5046;500968
Zlatno;Zlate Moravce;Nitriansky kraj;196;88;44.89;88;500976
Zikava;Zlate Moravce;Nitriansky kraj;419;248;59.18;248;500984
Zitavany;Zlate Moravce;Nitriansky kraj;1624;863;53.14;863;582816
Andovce;Nove Zamky;Nitriansky kraj;1262;553;43.81;553;503029
Bajtava;Nove Zamky;Nitriansky kraj;312;99;31.73;99;503037
Banov;Nove Zamky;Nitriansky kraj;3106;1584;50.99;1584;503045
Bardonovo;Nove Zamky;Nitriansky kraj;647;268;41.42;268;503053
Bela;Nove Zamky;Nitriansky kraj;314;107;34.07;107;503061
Besenov;Nove Zamky;Nitriansky kraj;1366;442;32.35;442;503070
Bina;Nove Zamky;Nitriansky kraj;1199;281;23.43;281;503088
Branovo;Nove Zamky;Nitriansky kraj;488;268;54.91;268;503096
Bruty;Nove Zamky;Nitriansky kraj;489;149;30.47;149;503100
Cechy;Nove Zamky;Nitriansky kraj;257;133;51.75;133;503118
Cernik;Nove Zamky;Nitriansky kraj;844;448;53.08;448;503126
Dedinka;Nove Zamky;Nitriansky kraj;567;269;47.44;269;503134
Dolny Ohaj;Nove Zamky;Nitriansky kraj;1314;681;51.82;681;503151
Dubnik;Nove Zamky;Nitriansky kraj;1330;458;34.43;458;503169
Dvory nad Zitavou;Nove Zamky;Nitriansky kraj;4146;1343;32.39;1343;503177
Gbelce;Nove Zamky;Nitriansky kraj;1792;501;27.95;501;503185
Hul;Nove Zamky;Nitriansky kraj;1035;497;48.01;497;503193
Chlaba;Nove Zamky;Nitriansky kraj;584;106;18.15;106;503207
Jasova;Nove Zamky;Nitriansky kraj;964;494;51.24;494;503215
Jatov;Nove Zamky;Nitriansky kraj;619;337;54.44;337;503223
Kamenica nad Hronom;Nove Zamky;Nitriansky kraj;1089;276;25.34;276;503231
Kamenin;Nove Zamky;Nitriansky kraj;1242;275;22.14;275;503240
Kamenny Most;Nove Zamky;Nitriansky kraj;876;250;28.53;250;503258
Kmeùovo;Nove Zamky;Nitriansky kraj;732;427;58.33;427;503266
Kolta;Nove Zamky;Nitriansky kraj;1102;520;47.18;520;503274
Komjatice;Nove Zamky;Nitriansky kraj;3447;1532;44.44;1532;503282
Komoca;Nove Zamky;Nitriansky kraj;820;279;34.02;279;503291
Lela;Nove Zamky;Nitriansky kraj;269;81;30.11;81;503312
Lipova;Nove Zamky;Nitriansky kraj;1307;641;49.04;641;503321
ºuba;Nove Zamky;Nitriansky kraj;372;104;27.95;104;503339
Mala nad Hronom;Nove Zamky;Nitriansky kraj;335;89;26.56;89;503347
Male Kosihy;Nove Zamky;Nitriansky kraj;294;84;28.57;84;503355
Mana;Nove Zamky;Nitriansky kraj;1706;777;45.54;777;503363
Michal nad Zitavou;Nove Zamky;Nitriansky kraj;555;313;56.39;313;503371
Mojzesovo;Nove Zamky;Nitriansky kraj;1105;544;49.23;544;503398
Muzla;Nove Zamky;Nitriansky kraj;1604;414;25.81;413;503401
Nana;Nove Zamky;Nitriansky kraj;996;304;30.52;304;556092
Nova Vieska;Nove Zamky;Nitriansky kraj;598;205;34.28;205;503436
Nove Zamky;Nove Zamky;Nitriansky kraj;32168;14521;45.14;14518;503011
Obid;Nove Zamky;Nitriansky kraj;931;237;25.45;237;582361
Palarikovo;Nove Zamky;Nitriansky kraj;3502;1476;42.14;1476;503452
Pavlova;Nove Zamky;Nitriansky kraj;195;66;33.84;66;556033
Podhajska;Nove Zamky;Nitriansky kraj;1040;538;51.73;538;503479
Pozba;Nove Zamky;Nitriansky kraj;393;217;55.21;217;503487
Radava;Nove Zamky;Nitriansky kraj;660;377;57.12;373;503495
Rastislavice;Nove Zamky;Nitriansky kraj;792;406;51.26;406;503509
Ruban;Nove Zamky;Nitriansky kraj;752;204;27.12;204;503517
Salka;Nove Zamky;Nitriansky kraj;874;192;21.96;192;503525
Semerovo;Nove Zamky;Nitriansky kraj;1083;480;44.32;480;503533
Sikenicka;Nove Zamky;Nitriansky kraj;386;112;29.1;112;503541
Strekov;Nove Zamky;Nitriansky kraj;1649;396;24.1;395;503550
Svodin;Nove Zamky;Nitriansky kraj;2045;548;26.79;548;503568
Sarkan;Nove Zamky;Nitriansky kraj;295;73;24.74;73;503576
Sturovo;Nove Zamky;Nitriansky kraj;8557;2804;32.76;2804;503584
Surany;Nove Zamky;Nitriansky kraj;8192;3894;47.53;3894;503592
Travnica;Nove Zamky;Nitriansky kraj;935;451;48.23;451;503606
Tvrdosovce;Nove Zamky;Nitriansky kraj;4313;1454;33.71;1454;503614
Ulany nad Zitavou;Nove Zamky;Nitriansky kraj;1295;718;55.44;718;556050
Velke Lovce;Nove Zamky;Nitriansky kraj;1557;709;45.53;709;503631
Velky Kyr;Nove Zamky;Nitriansky kraj;2527;1067;42.22;1067;503380
Vlkas;Nove Zamky;Nitriansky kraj;270;159;58.88;159;556025
Zemne;Nove Zamky;Nitriansky kraj;1767;436;24.67;436;503649
Diakovce;Sala;Nitriansky kraj;1948;766;39.32;766;503711
Dlha nad Vahom;Sala;Nitriansky kraj;764;414;54.18;414;503720
Hajske;Sala;Nitriansky kraj;1072;534;49.81;534;500241
Horna Kralova;Sala;Nitriansky kraj;1565;714;45.62;714;555878
Kralova nad Vahom;Sala;Nitriansky kraj;1503;715;47.57;715;503886
Mocenok;Sala;Nitriansky kraj;3622;1645;45.41;1642;500739
Neded;Sala;Nitriansky kraj;2650;645;24.33;645;503932
Selice;Sala;Nitriansky kraj;2270;440;19.38;440;503991
Sala;Sala;Nitriansky kraj;17983;8715;48.46;8712;504025
Tesedikovo;Sala;Nitriansky kraj;3107;999;32.15;999;504068
Trnovec nad Vahom;Sala;Nitriansky kraj;2250;932;41.42;931;504092
Vlcany;Sala;Nitriansky kraj;2711;719;26.52;719;504165
Ziharec;Sala;Nitriansky kraj;1411;386;27.35;386;504190
Ardanovce;Topolcany;Nitriansky kraj;178;78;43.82;78;556220
Belince;Topolcany;Nitriansky kraj;278;148;53.23;148;542661
Biskupova;Topolcany;Nitriansky kraj;191;100;52.35;100;542695
Blesovce;Topolcany;Nitriansky kraj;296;151;51.01;151;542709
Bojna;Topolcany;Nitriansky kraj;1715;796;46.41;795;542717
Celadince;Topolcany;Nitriansky kraj;386;212;54.92;212;556297
Cermany;Topolcany;Nitriansky kraj;339;181;53.39;181;542792
Dvorany nad Nitrou;Topolcany;Nitriansky kraj;644;286;44.40;286;556262
Hajna Nova Ves;Topolcany;Nitriansky kraj;274;118;43.06;118;542881
Horne Chlebany;Topolcany;Nitriansky kraj;300;168;56.00;168;556351
Horne Obdokovce;Topolcany;Nitriansky kraj;1314;603;45.89;603;542938
Horne Stitare;Topolcany;Nitriansky kraj;465;228;49.03;228;542954
Hrusovany;Topolcany;Nitriansky kraj;906;484;53.42;484;542971
Chrabrany;Topolcany;Nitriansky kraj;668;366;54.79;366;556165
Jacovce;Topolcany;Nitriansky kraj;1532;780;50.91;780;556157
Kamanova;Topolcany;Nitriansky kraj;513;247;48.14;247;543039
Koniarovce;Topolcany;Nitriansky kraj;542;290;53.50;290;543063
Kovarce;Topolcany;Nitriansky kraj;1221;576;47.17;576;543071
Krnca;Topolcany;Nitriansky kraj;1121;566;50.49;565;543101
Krtovce;Topolcany;Nitriansky kraj;247;152;61.53;152;543110
Krusovce;Topolcany;Nitriansky kraj;1475;763;51.72;763;556149
Kuzmice;Topolcany;Nitriansky kraj;577;314;54.41;314;581704
Lipovnik;Topolcany;Nitriansky kraj;275;156;56.72;156;505021
Ludanice;Topolcany;Nitriansky kraj;1509;724;47.97;723;505048
Luzany;Topolcany;Nitriansky kraj;193;126;65.28;126;505064
Male Ripnany;Topolcany;Nitriansky kraj;443;238;53.72;238;505137
Nemcice;Topolcany;Nitriansky kraj;832;463;55.64;463;581305
Nemecky;Topolcany;Nitriansky kraj;274;167;60.94;167;505226
Nitrianska Blatnica;Topolcany;Nitriansky kraj;1028;551;53.59;551;505234
Nitrianska Streda;Topolcany;Nitriansky kraj;636;371;58.33;371;505242
Norovce;Topolcany;Nitriansky kraj;282;144;51.06;144;505251
Oponice;Topolcany;Nitriansky kraj;707;338;47.80;338;505285
Oresany;Topolcany;Nitriansky kraj;273;139;50.91;139;556211
Podhradie;Topolcany;Nitriansky kraj;248;140;56.45;140;505340
Prasice;Topolcany;Nitriansky kraj;1750;901;51.48;901;505374
Praznovce;Topolcany;Nitriansky kraj;772;371;48.05;371;581658
Preselany;Topolcany;Nitriansky kraj;1237;584;47.21;584;505404
Radosina;Topolcany;Nitriansky kraj;1643;864;52.58;864;505421
Rajcany;Topolcany;Nitriansky kraj;443;231;52.14;231;505439
Solcany;Topolcany;Nitriansky kraj;2072;1157;55.83;1157;505498
Solcianky;Topolcany;Nitriansky kraj;237;113;47.67;113;556327
Sulovce;Topolcany;Nitriansky kraj;447;224;50.11;224;505510
Svrbice;Topolcany;Nitriansky kraj;159;90;56.60;90;556238
Salgovce;Topolcany;Nitriansky kraj;423;189;44.68;189;505536
Tesare;Topolcany;Nitriansky kraj;627;355;56.61;355;505561
Topolcany;Topolcany;Nitriansky kraj;21734;10523;48.41;10522;504998
Tovarniky;Topolcany;Nitriansky kraj;1272;698;54.87;698;580457
Tvrdomestice;Topolcany;Nitriansky kraj;391;165;42.19;165;505617
Urmince;Topolcany;Nitriansky kraj;1186;606;51.09;606;505641
Velke Dvorany;Topolcany;Nitriansky kraj;598;324;54.18;324;505676
Velke Ripnany;Topolcany;Nitriansky kraj;1718;811;47.20;811;505714
Velusovce;Topolcany;Nitriansky kraj;423;239;56.50;239;505749
Vozokany;Topolcany;Nitriansky kraj;284;147;51.76;147;505757
Zavada;Topolcany;Nitriansky kraj;525;232;44.19;232;505773
Cadca;Cadca;Zilinsky kraj;19568;8746;44.69;8744;509132
Cierne;Cadca;Zilinsky kraj;3527;1696;48.08;1696;509159
Dlha nad Kysucou;Cadca;Zilinsky kraj;504;218;43.25;218;509167
Dunajov;Cadca;Zilinsky kraj;922;492;53.36;492;509183
Klokocov;Cadca;Zilinsky kraj;1952;652;33.40;652;509213
Klubina;Cadca;Zilinsky kraj;426;241;56.57;241;509221
Korna;Cadca;Zilinsky kraj;1655;708;42.77;708;509230
Krasno nad Kysucou;Cadca;Zilinsky kraj;5390;2673;49.59;2672;509248
Makov;Cadca;Zilinsky kraj;1515;808;53.33;808;509299
Nova Bystrica;Cadca;Zilinsky kraj;2175;1014;46.62;1014;509311
Olesna;Cadca;Zilinsky kraj;1612;722;44.78;722;509337
Oscadnica;Cadca;Zilinsky kraj;4666;2153;46.14;2152;509345
Podvysoka;Cadca;Zilinsky kraj;1064;527;49.53;527;509361
Radostka;Cadca;Zilinsky kraj;684;285;41.66;285;509396
Rakova;Cadca;Zilinsky kraj;4453;2163;48.57;2163;509400
Skalite;Cadca;Zilinsky kraj;4134;2005;48.50;2004;509451
Stara Bystrica;Cadca;Zilinsky kraj;2207;1108;50.20;1108;509477
Staskov;Cadca;Zilinsky kraj;2245;1114;49.62;1114;509485
Svrcinovec;Cadca;Zilinsky kraj;2758;1204;43.65;1204;509493
Turzovka;Cadca;Zilinsky kraj;6160;2817;45.73;2817;509507
Vysoka nad Kysucou;Cadca;Zilinsky kraj;2169;1056;48.68;1056;509515
Zakopcie;Cadca;Zilinsky kraj;1400;640;45.71;640;509523
Zborov nad Bystricou;Cadca;Zilinsky kraj;1801;936;51.97;936;509531
Bziny;Dolny Kubin;Zilinsky kraj;457;273;59.73;273;580813
Dlha nad Oravou;Dolny Kubin;Zilinsky kraj;1153;608;52.73;608;509639
Dolny Kubin;Dolny Kubin;Zilinsky kraj;14861;8197;55.15;8193;509540
Horna Lehota;Dolny Kubin;Zilinsky kraj;434;242;55.76;242;509671
Chlebnice;Dolny Kubin;Zilinsky kraj;1254;653;52.07;653;509698
Istebne;Dolny Kubin;Zilinsky kraj;1173;659;56.18;658;509701
Jasenova;Dolny Kubin;Zilinsky kraj;352;225;63.92;225;509710
Kralovany;Dolny Kubin;Zilinsky kraj;350;232;66.28;232;509744
Kriva;Dolny Kubin;Zilinsky kraj;627;415;66.18;415;509761
Lestiny;Dolny Kubin;Zilinsky kraj;212;139;65.56;139;509787
Malatina;Dolny Kubin;Zilinsky kraj;639;306;47.88;306;509825
Medzibrodie nad Oravou;Dolny Kubin;Zilinsky kraj;408;243;59.55;243;509833
Oravska Poruba;Dolny Kubin;Zilinsky kraj;846;502;59.33;502;509922
Oravsky Podzamok;Dolny Kubin;Zilinsky kraj;1113;657;59.02;655;509957
Osadka;Dolny Kubin;Zilinsky kraj;134;78;58.20;78;509965
Parnica;Dolny Kubin;Zilinsky kraj;740;420;56.75;420;509973
Pokryvac;Dolny Kubin;Zilinsky kraj;139;65;46.76;65;509990
Pribis;Dolny Kubin;Zilinsky kraj;367;195;53.13;194;510009
Pucov;Dolny Kubin;Zilinsky kraj;638;377;59.09;377;510017
Sedliacka Dubova;Dolny Kubin;Zilinsky kraj;425;246;57.88;246;510041
Velicna;Dolny Kubin;Zilinsky kraj;988;607;61.43;607;510165
Vysny Kubin;Dolny Kubin;Zilinsky kraj;586;386;65.87;386;510181
Zazriva;Dolny Kubin;Zilinsky kraj;2177;1122;51.53;1122;510211
Zaskov;Dolny Kubin;Zilinsky kraj;1327;711;53.57;711;510254
Benadikova;Liptovsky Mikulas;Zilinsky kraj;414;199;48.06;199;510271
Bobrovcek;Liptovsky Mikulas;Zilinsky kraj;161;89;55.27;89;510319
Bobrovec;Liptovsky Mikulas;Zilinsky kraj;1592;933;58.60;933;510327
Bobrovnik;Liptovsky Mikulas;Zilinsky kraj;108;61;56.48;61;510335
Bukovina;Liptovsky Mikulas;Zilinsky kraj;91;54;59.34;54;510351
Demanovska Dolina;Liptovsky Mikulas;Zilinsky kraj;643;537;83.51;537;510386
Dubrava;Liptovsky Mikulas;Zilinsky kraj;1088;596;54.77;596;510408
Galovany;Liptovsky Mikulas;Zilinsky kraj;240;142;59.16;142;510416
Gotovany;Liptovsky Mikulas;Zilinsky kraj;373;187;50.13;187;510424
Huty;Liptovsky Mikulas;Zilinsky kraj;152;83;54.60;83;510459
Hybe;Liptovsky Mikulas;Zilinsky kraj;1242;687;55.31;687;510467
Izipovce;Liptovsky Mikulas;Zilinsky kraj;71;42;59.15;42;556807
Jakubovany;Liptovsky Mikulas;Zilinsky kraj;335;197;58.80;197;510505
Jalovec;Liptovsky Mikulas;Zilinsky kraj;263;166;63.11;166;510513
Jamnik;Liptovsky Mikulas;Zilinsky kraj;377;193;51.19;193;510521
Konska;Liptovsky Mikulas;Zilinsky kraj;190;99;52.10;99;507393
Kralova Lehota;Liptovsky Mikulas;Zilinsky kraj;499;302;60.52;302;510564
Kvacany;Liptovsky Mikulas;Zilinsky kraj;440;263;59.77;263;510572
Lazisko;Liptovsky Mikulas;Zilinsky kraj;339;210;61.94;210;510581
Liptovska Anna;Liptovsky Mikulas;Zilinsky kraj;83;42;50.60;42;510602
Liptovska Kokava;Liptovsky Mikulas;Zilinsky kraj;803;419;52.17;419;510611
Liptovska Porubka;Liptovsky Mikulas;Zilinsky kraj;1018;413;40.56;413;558281
Liptovska Sielnica;Liptovsky Mikulas;Zilinsky kraj;506;312;61.66;312;510653
Liptovske Beharovce;Liptovsky Mikulas;Zilinsky kraj;68;42;61.76;42;510688
Liptovske Klacany;Liptovsky Mikulas;Zilinsky kraj;301;171;56.81;171;510696
Liptovske Matiasovce;Liptovsky Mikulas;Zilinsky kraj;254;155;61.02;155;510700
Liptovsky Hradok;Liptovsky Mikulas;Zilinsky kraj;6206;3429;55.25;3428;510726
Liptovsky Jan;Liptovsky Mikulas;Zilinsky kraj;996;656;65.86;656;510734
Liptovsky Mikulas;Liptovsky Mikulas;Zilinsky kraj;26110;13737;52.61;13736;510262
Liptovsky Ondrej;Liptovsky Mikulas;Zilinsky kraj;505;278;55.04;278;510751
Liptovsky Peter;Liptovsky Mikulas;Zilinsky kraj;1100;610;55.45;610;580287
Liptovsky Trnovec;Liptovsky Mikulas;Zilinsky kraj;516;302;58.52;302;510777
ºubela;Liptovsky Mikulas;Zilinsky kraj;956;531;55.54;530;510793
Malatiny;Liptovsky Mikulas;Zilinsky kraj;185;103;55.67;103;510831
Male Borove;Liptovsky Mikulas;Zilinsky kraj;112;42;37.50;42;510840
Maluzina;Liptovsky Mikulas;Zilinsky kraj;198;108;54.54;108;510858
Nizna Boca;Liptovsky Mikulas;Zilinsky kraj;144;101;70.13;101;510874
Partizanska ºupca;Liptovsky Mikulas;Zilinsky kraj;1077;558;51.81;558;510904
Pavcina Lehota;Liptovsky Mikulas;Zilinsky kraj;352;247;70.17;247;510912
Pavlova Ves;Liptovsky Mikulas;Zilinsky kraj;225;107;47.55;107;510921
Podturen;Liptovsky Mikulas;Zilinsky kraj;871;530;60.84;530;510947
Pribylina;Liptovsky Mikulas;Zilinsky kraj;1154;562;48.70;562;510963
Prosiek;Liptovsky Mikulas;Zilinsky kraj;174;117;67.24;117;510971
Smrecany;Liptovsky Mikulas;Zilinsky kraj;570;334;58.59;334;511013
Svaty Kriz;Liptovsky Mikulas;Zilinsky kraj;707;403;57.00;403;511048
Trstene;Liptovsky Mikulas;Zilinsky kraj;197;113;57.36;113;511072
Uhorska Ves;Liptovsky Mikulas;Zilinsky kraj;409;276;67.48;276;511099
Vavrisovo;Liptovsky Mikulas;Zilinsky kraj;548;307;56.02;307;511111
Vazec;Liptovsky Mikulas;Zilinsky kraj;1939;711;36.66;711;511129
Velke Borove;Liptovsky Mikulas;Zilinsky kraj;54;32;59.25;32;511137
Veterna Poruba;Liptovsky Mikulas;Zilinsky kraj;314;184;58.59;184;511145
Vlachy;Liptovsky Mikulas;Zilinsky kraj;518;291;56.17;291;511153
Vychodna;Liptovsky Mikulas;Zilinsky kraj;1787;745;41.68;745;511170
Vysna Boca;Liptovsky Mikulas;Zilinsky kraj;142;105;73.94;105;511188
Zavazna Poruba;Liptovsky Mikulas;Zilinsky kraj;1040;659;63.36;659;511196
Ziar;Liptovsky Mikulas;Zilinsky kraj;415;295;71.08;295;511200
Bela - Dulice;Martin;Zilinsky kraj;1016;574;56.49;574;512052
Benice;Martin;Zilinsky kraj;280;167;59.64;167;512061
Blatnica;Martin;Zilinsky kraj;804;482;59.95;482;512079
Bystricka;Martin;Zilinsky kraj;1246;776;62.27;776;512133
Danova;Martin;Zilinsky kraj;453;254;56.07;254;512150
Diakova;Martin;Zilinsky kraj;326;231;70.85;231;512168
Dolny Kalnik;Martin;Zilinsky kraj;178;132;74.15;132;512206
Drazkovce;Martin;Zilinsky kraj;772;515;66.70;515;512214
Folkusova;Martin;Zilinsky kraj;124;66;53.22;66;512257
Horny Kalnik;Martin;Zilinsky kraj;143;111;77.62;111;512290
Karlova;Martin;Zilinsky kraj;95;62;65.26;62;512346
Klastor pod Znievom;Martin;Zilinsky kraj;1408;778;55.25;778;512354
Kosùany nad Turcom;Martin;Zilinsky kraj;1053;664;63.05;664;512371
Krpelany;Martin;Zilinsky kraj;932;535;57.40;535;512389
Laskar;Martin;Zilinsky kraj;93;56;60.21;56;512397
Leziachov;Martin;Zilinsky kraj;128;72;56.25;72;512419
Lipovec;Martin;Zilinsky kraj;745;466;62.55;465;512435
